plate,mjd,fiberID,subClass
324,51666,153,M2
324,51616,154,M1
324,51666,154,M3
324,51616,155,M1
324,51666,155,F9
324,51616,156,K3
324,51666,156,K3
324,51616,157,K1
324,51666,157,K7
324,51616,158,K5
324,51666,158,K3
324,51616,159,F9
324,51666,159,G2
324,51666,160,M0
324,51616,161,F9
324,51666,161,M2
324,51616,162,K5
324,51666,162,A0
324,51616,163,K7
324,51666,163,K3
324,51616,165,A0
324,51666,165,K5
324,51616,166,K7
324,51666,166,F9
324,51616,167,M1
324,51666,167,M1
324,51616,168,K5
324,51666,168,K5
324,51616,169,K7
324,51666,169,K5
324,51666,170,M1
324,51666,171,F5
324,51616,172,M2
324,51666,172,K3
324,51616,173,M2
324,51666,173,K5
324,51616,174,K3
324,51666,174,M0
324,51666,175,F9
324,51616,176,M3
324,51666,176,M3
324,51666,177,K1
324,51616,178,M3
283,51660,303,A0
283,51959,304,F5
283,51959,305,A0
283,51584,306,A0
283,51660,307,A0
283,51959,307,A0
283,51584,308,F5
283,51660,308,A0
283,51959,314,F5
283,51584,315,A0
283,51959,318,A0
283,51660,320,F5
283,51660,324,A0
283,51959,326,A0
283,51584,333,A0
283,51584,345,A0
283,51959,346,K5
283,51660,349,A0
283,51584,351,K5
283,51660,352,K5
283,51959,356,A0
283,51660,386,F5
283,51660,388,A0
283,51660,391,A0
283,51959,393,A0
283,51584,395,A0
283,51959,395,A0
283,51584,396,F5
283,51660,396,A0
283,51959,396,F5
283,51584,397,A0
283,51959,398,F5
283,51959,401,M0V
283,51584,413,M0V
283,51959,413,F5
283,51660,419,A0
283,51660,422,M0
283,51584,423,A0
283,51959,424,A0
283,51660,426,A0
283,51584,427,F5
283,51660,431,F5
283,51959,431,A0
283,51584,433,M4
283,51660,433,A0
283,51959,433,F5
283,51584,434,M0
283,51660,436,A0
283,51959,437,M0
283,51584,438,A0
283,51959,438,A0
283,51959,442,F9
283,51584,443,F5
283,51660,443,M0
283,51584,448,F9
283,51584,450,M0
283,51959,450,F5
283,51584,455,F5
283,51959,455,K7
324,51666,294,F5
324,51616,295,G2
324,51666,295,F9
324,51616,296,K5
324,51666,296,K7
324,51666,297,K5
324,51666,298,F5
324,51616,299,M0
324,51666,299,K1
324,51616,300,M1
324,51666,300,K5
324,51616,301,K5
324,51666,301,F9
324,51666,302,K3
324,51616,303,F9
324,51616,304,M3
324,51666,304,F2
324,51616,305,K3
324,51666,305,F9
324,51616,306,K5
324,51666,306,K5
324,51616,307,F9
324,51666,307,K1
324,51616,308,K1
324,51666,308,K3
324,51616,309,M2
324,51666,309,M2
324,51616,310,F9
324,51666,310,F9
324,51616,311,M4
324,51666,311,M4
324,51616,312,M2
324,51666,312,M2
324,51616,313,M3
324,51666,313,M3
324,51616,314,K7
324,51666,314,M3
324,51616,315,M1
324,51666,315,K5
324,51616,316,M1
324,51666,316,M1
324,51616,317,K3
324,51666,317,K7
324,51666,318,F9
324,51616,319,K5
324,51666,319,M1
324,51666,320,G2
324,51616,321,K3
324,51666,321,F9
324,51666,322,M2
324,51666,323,F2
324,51616,324,K7
324,51666,324,K7
324,51616,325,M2
324,51666,325,K7
324,51616,327,M2
324,51666,327,M2
324,51666,328,F5
324,51616,329,M3
324,51666,329,M3
324,51666,330,F9
324,51616,331,F9
324,51666,331,M1
324,51616,332,K7
324,51666,332,M3
324,51666,333,M1
324,51616,334,K7
324,51666,334,K5
324,51616,335,K7
324,51666,335,K7
324,51616,336,F5
324,51666,336,K7
324,51616,337,M1
324,51666,337,F5
324,51616,338,K7
324,51666,338,F5
324,51616,339,M1
324,51666,339,F9
324,51616,340,M3
324,51666,340,K7
324,51616,341,M0
324,51666,341,K5
324,51666,342,F5
324,51666,343,F9
324,51616,344,M0
324,51666,344,M1
324,51616,345,K5
324,51616,346,M1
324,51666,346,M1
324,51666,347,K5
324,51666,348,M0
324,51616,349,K3
324,51666,349,F5
324,51616,350,K5
324,51666,350,A0
324,51616,351,M4
324,51666,351,A0
324,51666,352,K3
324,51666,353,K5
324,51616,354,K3
324,51666,354,G2
324,51616,355,K5
324,51666,355,M4
324,51616,356,F9
324,51666,356,K3
324,51666,357,K1
324,51616,358,M2
324,51666,358,M2
324,51666,359,M0
324,51616,360,M1
324,51666,360,A0
324,51616,361,F9
324,51666,361,K3
324,51616,362,M0
324,51666,362,M0
324,51666,363,F5
324,51616,364,K5
324,51666,364,K7
324,51616,365,M0
324,51666,365,M0
324,51666,366,F9
324,51666,367,K3
324,51616,368,M3
324,51666,368,M4
324,51666,369,K7
324,51616,370,K5
324,51666,370,F9
324,51616,371,K7
324,51666,371,K7
324,51616,372,M0
324,51666,372,K1
324,51616,373,M2
324,51666,373,F5
324,51616,374,K1
324,51666,374,K5
324,51616,375,K7
324,51666,375,M2
324,51616,376,M4
324,51666,376,K5
324,51616,377,M1
324,51666,377,M1
324,51616,378,K1
324,51666,378,M3
324,51616,379,F5
324,51616,380,K5
324,51666,380,K1
324,51666,381,M0
324,51666,382,M1
324,51616,383,K5
324,51666,383,K7
324,51616,384,K3
324,51616,385,M3
324,51666,385,K5
324,51616,386,K3
324,51666,386,K3
324,51616,387,M2
324,51666,387,K3
324,51666,388,M4
324,51616,389,M3
324,51666,389,M3
324,51616,390,K7
324,51666,390,F5
324,51616,391,K7
324,51666,391,F5
324,51666,392,F2
324,51616,393,M0
324,51666,393,M2
283,51584,628,A0
283,51959,632,A0
283,51584,633,A0
283,51660,634,A0
284,51943,6,F5
284,51943,21,A0
284,51662,27,A0
284,51943,31,G2
284,51662,33,G2
284,51662,34,F5
284,51943,35,F5
284,51662,70,M3
284,51943,74,M3
284,51943,91,K1
284,51662,94,K1
284,51662,102,F5
284,51943,113,F5
284,51943,124,M0
284,51943,134,F9
284,51662,137,F9
284,51662,139,M0
284,51943,145,F5
284,51943,148,G0
284,51662,152,G0
284,51662,153,F5
284,51662,207,M1
284,51943,216,K7
284,51943,217,M1
324,51616,519,K3
324,51666,519,F2
324,51616,520,G2
324,51666,520,F9
324,51616,521,M3
324,51666,521,K3
324,51616,522,M3
324,51666,522,M2
324,51666,523,M3
324,51616,524,G2
324,51666,524,F2
324,51616,525,M1
324,51666,525,K3
324,51616,526,K5
324,51666,527,F5
324,51616,528,K3
324,51666,528,K5
324,51616,529,M2
324,51666,529,K3
324,51616,530,K5
324,51666,530,K3
324,51616,531,K5
324,51666,531,K3
324,51616,532,K5
324,51666,532,K5
324,51666,533,F9
324,51666,534,M4
324,51616,535,K5
324,51666,535,K5
324,51616,536,K3
324,51666,536,K7
324,51666,537,K5
324,51616,538,K7
324,51666,538,K7
324,51616,539,K3
324,51666,539,M1
324,51666,540,K1
324,51666,541,F2
324,51616,542,K7
324,51666,542,M4
324,51616,543,M4
324,51666,543,K3
324,51616,544,M3
324,51666,544,M4
324,51616,545,M3
324,51666,545,M3
324,51616,546,K5
324,51666,546,M0
324,51616,547,K3
324,51666,547,M3
324,51616,548,F5
324,51666,548,K7
324,51616,549,M0
324,51666,549,M0
324,51616,550,K5
324,51666,550,M3
324,51616,551,M4
324,51666,551,G2
324,51616,552,K3
324,51666,553,M4
324,51616,554,M4
324,51666,554,K7
324,51616,555,M3
324,51666,555,K3
324,51616,556,M4
324,51666,556,K1
324,51616,557,K7
324,51666,557,K5
324,51616,558,K7
324,51666,558,K7
324,51616,559,M0
324,51666,559,M3
324,51616,560,K1
324,51666,560,K5
324,51666,561,K7
324,51666,562,M4
324,51666,563,K3
324,51616,564,K5
324,51666,564,M4
324,51616,565,K5
324,51666,565,M0
324,51616,566,K5
324,51666,566,M1
324,51616,568,M1
324,51666,568,G2
324,51616,569,M4
324,51666,569,G2
324,51616,570,K7
324,51666,570,K5
324,51616,571,M3
324,51666,571,K3
324,51616,572,M4
324,51666,572,K5
324,51616,573,K7
324,51666,573,K7
324,51666,574,K5
324,51616,575,F2
324,51616,576,K3
324,51666,576,M1
324,51616,577,G2
324,51666,577,F9
324,51666,578,G0
324,51616,579,M2
324,51666,579,M3
324,51616,580,K7
324,51666,580,K7
324,51616,581,M0
324,51666,581,M1
324,51666,582,M0
324,51666,583,F5
324,51616,584,M4
324,51666,584,F5
324,51616,585,M2
324,51666,585,M4
324,51666,586,F5
324,51616,587,M1
324,51666,588,K7
324,51666,589,F9
324,51616,590,K5
324,51666,590,K5
324,51616,591,K3
324,51666,591,K3
324,51616,592,K7
324,51666,592,K7
324,51666,593,K5
324,51616,594,K5
324,51666,594,F5
324,51616,595,F5
324,51666,595,F5
324,51666,596,K1
324,51616,597,M2
324,51666,597,F5
324,51616,598,K7
324,51666,598,M2
324,51616,599,F5
324,51666,599,K5
324,51616,600,K7
324,51666,600,M2
324,51666,601,K3
324,51666,602,F5
324,51616,603,M0
324,51666,603,M2
324,51616,604,M2
324,51666,604,M2
324,51616,605,M1
324,51666,605,M0
324,51666,606,K3
324,51616,607,K7
324,51666,607,K3
324,51666,608,K3
324,51616,609,M3
324,51666,609,M3
324,51616,610,K3
324,51666,610,M1
324,51616,611,F9
324,51666,611,F9
324,51616,612,M2
324,51666,612,M2
324,51616,613,M1
324,51666,613,K3
324,51616,614,K1
324,51666,614,K7
324,51616,615,M0
324,51666,615,M3
324,51616,616,A0
324,51666,616,M0
324,51616,617,K3
324,51666,617,A0
324,51616,618,M3
324,51666,618,F9
324,51616,619,K5
324,51666,619,F5
324,51666,621,A0
324,51616,622,A0
324,51666,622,K7
324,51666,623,F5
324,51616,624,F5
324,51666,624,K3
324,51616,625,M3
324,51666,625,M2
324,51616,626,F9
324,51616,627,K7
324,51666,627,K7
324,51616,628,K3
324,51666,628,K7
324,51616,629,K7
324,51666,629,F9
324,51616,630,M0
324,51666,630,F5
324,51666,631,K1
324,51666,632,K7
324,51666,633,K1
324,51666,634,M3
324,51616,635,M2
324,51666,635,F5
324,51666,636,F9
324,51666,637,K1
324,51616,638,K7
268,51633,635,A0
269,51581,19,M1
269,51581,41,K5
269,51910,41,K5
269,51910,46,M0
269,51581,47,M0
269,51910,47,F9
269,51581,49,K1
269,51910,49,K1
269,51581,54,A0
269,51910,55,A0
269,51581,56,F9
269,51581,84,M0
269,51910,85,M0
269,51910,104,A0
269,51581,108,A0
269,51910,119,F2
269,51581,120,F2
269,51581,121,F9
269,51910,121,G2
269,51581,122,G2
269,51910,123,M0
269,51910,124,K7
269,51581,125,K7
269,51910,125,F9
269,51581,126,K3
269,51910,126,F9
269,51581,127,K7
269,51581,129,M0
269,51910,129,K7
269,51581,130,G2
269,51910,130,K7
269,51581,131,M8
269,51910,132,M8
269,51581,135,F9
269,51581,137,M1
269,51581,139,K7
269,51910,139,F9
269,51910,140,M1
269,51910,151,F9
